gene_id,DRR546743,DRR546744,DRR546790,SRR2960319,SRR5889337,SRR8996966,SRR8996977,SRR8997009
gene-LOC100684726|LOC100684726,49,29,87,78,0,201,809,91
gene-LOC102156361|LOC102156361,0,0,0,5,0,0,0,0
gene-LOC119869584|LOC119869584,0,0,0,42,0,41,86,13
gene-LOC119869493|LOC119869493,0,0,0,0,0,0,0,0
gene-LOC111090267|LOC111090267,0,0,0,0,0,0,0,0
gene-LOC111090199|LOC111090199,0,0,0,0,0,0,0,0
gene-LOC111090270|LOC111090270,0,0,0,0,0,0,46,0
gene-LOC100855487|LOC100855487,0,0,0,2,0,0,0,0
gene-CHRNA6|CHRNA6,0,0,0,0,0,0,0,0
gene-CHRNB3|CHRNB3,0,0,0,0,0,0,0,0
gene-LOC102156835|LOC102156835,0,0,22,0,0,0,0,0
gene-LOC106559845|LOC106559845,0,0,0,0,0,0,0,0
gene-LOC111090272|LOC111090272,0,0,3,0,0,0,0,0
gene-ANK1|ANK1,0,13,15,77,76,55,217,25
gene-LOC111090161|LOC111090161,0,0,0,0,0,0,0,0
gene-LOC111090274|LOC111090274,0,0,0,0,0,0,0,0
gene-MIR486|MIR486,0,0,0,0,0,0,0,0
rna-NR_128722.1|MIR486,0,0,0,0,0,0,0,0
gene-NKX6-3|NKX6-3,0,0,0,0,0,0,0,14
gene-LOC111090277|LOC111090277,0,0,0,0,0,0,0,0
gene-LOC111090278|LOC111090278,0,0,0,0,3,0,2,0
gene-LOC106559843|LOC106559843,0,0,135,16,12,8,0,14
gene-LOC111090162|LOC111090162,0,0,4,3,0,0,0,0
gene-ZMAT4|ZMAT4,0,4,20,7,41,6,25,28
gene-LOC111090279|LOC111090279,0,0,0,0,0,0,0,0
gene-LOC102151353|LOC102151353,0,0,0,0,0,0,0,0
gene-LOC111090280|LOC111090280,0,0,0,0,0,0,0,0
gene-LOC111090281|LOC111090281,0,0,26,6,6,4,5,9
gene-LOC111090282|LOC111090282,0,0,3,0,0,0,0,0
gene-LOC119869579|LOC119869579,0,0,0,0,0,0,0,0
gene-ADAM2|ADAM2,0,0,0,0,0,0,0,0
gene-LOC607834|LOC607834,0,2,0,2,0,2,0,0
gene-LOC111090164|LOC111090164,0,0,0,0,0,0,0,0
gene-LOC119869630|LOC119869630,0,0,0,0,0,0,0,0
gene-LOC119869629|LOC119869629,0,0,0,0,0,0,0,0
gene-LOC102152439|LOC102152439,0,0,0,0,0,0,0,0
gene-STAR|STAR,0,111,82,13,2,0,0,0
gene-ADRB3|ADRB3,0,0,0,19,0,0,9,0
gene-LOC119869590|LOC119869590,0,0,0,0,0,0,0,0
gene-LOC106559852|LOC106559852,0,4,0,33,19,43,0,19
gene-LOC111090286|LOC111090286,0,0,0,7,3,9,0,4
gene-LOC111090165|LOC111090165,0,0,0,0,0,0,0,0
gene-LOC100685222|LOC100685222,0,0,0,0,0,0,0,0
gene-KCNU1|KCNU1,0,0,0,0,0,0,0,0
gene-LOC111090287|LOC111090287,0,0,0,0,0,0,0,0
gene-LOC119869635|LOC119869635,0,0,0,0,0,0,0,0
gene-LOC111090288|LOC111090288,0,0,0,0,0,0,0,0
gene-LOC111090289|LOC111090289,0,0,0,0,0,0,0,0
gene-LOC111090166|LOC111090166,0,0,0,0,0,0,0,0
gene-LOC119869659|LOC119869659,0,0,0,0,0,0,0,0
gene-LOC119869580|LOC119869580,0,0,0,0,0,0,0,0
gene-LOC111090290|LOC111090290,0,0,0,0,0,0,0,0
gene-LOC111090167|LOC111090167,0,0,0,0,0,0,0,0
gene-LOC111090291|LOC111090291,0,0,0,0,0,0,0,0
gene-LOC119869561|LOC119869561,0,0,0,0,0,0,0,0
gene-LOC111090168|LOC111090168,0,0,0,0,0,0,0,0
gene-LOC111090292|LOC111090292,0,0,0,0,0,0,0,0
gene-LOC111090293|LOC111090293,0,0,0,0,0,0,0,0
gene-LOC111090169|LOC111090169,0,0,0,0,0,0,0,0
gene-LOC119869598|LOC119869598,0,0,0,0,0,0,0,0
gene-LOC119869599|LOC119869599,0,0,0,0,0,0,0,0
gene-LOC111090294|LOC111090294,0,0,0,0,0,0,0,0
gene-LOC111090295|LOC111090295,0,0,0,0,0,0,0,0
gene-LOC119869674|LOC119869674,0,1,5,0,0,0,5,4
gene-LOC119869539|LOC119869539,0,0,0,0,0,0,0,0
gene-LOC111090299|LOC111090299,0,0,0,0,0,0,0,0
gene-LOC119869494|LOC119869494,0,0,0,0,0,0,0,0
gene-LOC111090170|LOC111090170,0,0,0,0,0,0,0,0
gene-LOC119869501|LOC119869501,0,0,0,0,0,3,0,0
gene-LOC119869543|LOC119869543,0,0,0,0,0,0,5,6
gene-LOC111090305|LOC111090305,0,0,0,0,0,0,0,0
gene-LOC102155649|LOC102155649,0,0,0,0,0,0,0,0
gene-LOC119869594|LOC119869594,0,0,0,0,0,0,8,0
gene-LOC111090308|LOC111090308,0,0,0,0,0,0,0,0
gene-MIR8856|MIR8856,0,1,1,4,13,7,46,28
rna-NR_128807.1|MIR8856,0,0,1,1,1,1,1,1
gene-LOC111090310|LOC111090310,0,0,2,0,0,0,0,0
gene-LOC111090173|LOC111090173,0,0,0,0,0,0,0,0
gene-LOC119869555|LOC119869555,0,0,0,0,0,0,0,0
gene-LOC111090174|LOC111090174,0,0,0,0,0,0,0,0
gene-LOC111090311|LOC111090311,0,0,2,0,0,0,0,0
gene-LOC100686986|LOC100686986,0,0,0,0,0,0,0,0
gene-LOC119869634|LOC119869634,0,0,0,0,0,0,0,0
gene-TRNAM-CAU-9|TRNAM-CAU,0,0,0,0,0,0,0,0
gene-LOC111090175|LOC111090175,0,0,0,0,0,0,0,0
gene-LOC111090314|LOC111090314,0,0,0,0,0,0,0,0
gene-LOC111090316|LOC111090316,0,0,0,0,0,0,0,0
gene-LOC102156702|LOC102156702,0,0,0,0,0,0,0,0
gene-LOC100687460|LOC100687460,0,0,0,0,0,0,0,0
gene-LOC119869525|LOC119869525,0,0,0,0,0,0,0,3
gene-LOC111090319|LOC111090319,0,0,0,0,0,0,0,0
gene-LOC111090318|LOC111090318,0,0,0,0,0,0,0,0
gene-LOC119869624|LOC119869624,0,0,0,0,11,5,3,3
gene-SGCZ|SGCZ,0,0,0,0,0,0,0,0
gene-LOC111090325|LOC111090325,0,0,0,0,0,0,0,0
gene-MIR383|MIR383,0,0,0,0,0,0,0,0
rna-NR_049257.1|MIR383,0,0,0,0,0,0,0,0
gene-LOC111090324|LOC111090324,0,0,0,0,0,0,0,0
gene-LOC102157373|LOC102157373,0,0,0,0,0,0,0,0
gene-LOC111090323|LOC111090323,0,0,0,0,0,0,0,0
gene-LOC100688141|LOC100688141,0,0,0,0,0,0,0,0
gene-LOC111090176|LOC111090176,0,0,0,0,0,0,0,0
gene-LOC100687529|LOC100687529,0,0,0,0,0,0,0,0
gene-LOC119869653|LOC119869653,0,0,0,0,0,0,0,0
gene-LOC102155485|LOC102155485,0,0,0,0,0,0,0,0
gene-LOC111090327|LOC111090327,0,0,0,0,0,0,0,0
gene-LOC119869560|LOC119869560,0,0,0,0,0,0,0,0
gene-LOC100855801|LOC100855801,0,0,0,0,0,0,0,0
gene-LOC119869492|LOC119869492,0,0,0,0,0,0,0,0
gene-LOC119869628|LOC119869628,0,0,0,0,0,0,29,0
gene-LOC111090177|LOC111090177,0,0,0,0,0,0,0,0
gene-LOC111090335|LOC111090335,0,0,0,0,0,0,0,0
gene-LOC111090178|LOC111090178,0,0,0,0,0,0,0,0
gene-LOC100683625|LOC100683625,0,0,1,0,0,0,0,0
gene-LOC100688919|LOC100688919,0,0,0,0,0,0,0,0
gene-LOC119869651|LOC119869651,0,0,0,0,0,0,0,0
gene-TRIML1|TRIML1,0,0,0,0,0,0,0,0
gene-TRIML2|TRIML2,0,0,0,0,0,0,0,0
gene-LOC119869547|LOC119869547,0,0,0,0,0,0,0,0
gene-ZFP42|ZFP42,0,0,0,0,0,0,0,0
gene-LOC119869672|LOC119869672,0,0,0,0,0,0,0,0
gene-LOC111090180|LOC111090180,0,0,0,0,0,0,0,0
gene-LOC100682675|LOC100682675,0,0,0,0,0,0,0,0
gene-LOC119869500|LOC119869500,0,0,0,0,0,0,0,0
gene-LOC119869552|LOC119869552,0,0,0,0,0,0,0,0
gene-LOC119869626|LOC119869626,0,0,0,0,0,0,0,0
gene-LOC111090338|LOC111090338,0,0,4,3,0,0,0,0
gene-LOC111090339|LOC111090339,0,0,0,19,28,0,10,25
gene-LOC111090340|LOC111090340,0,0,0,0,6,0,0,0
gene-HELT|HELT,0,0,0,0,0,0,0,0
gene-LOC102154308|LOC102154308,0,0,0,0,0,0,0,0
gene-LOC111090342|LOC111090342,0,0,0,0,0,0,0,0
gene-LOC119863939|LOC119863939,0,0,0,0,0,0,0,0
gene-LOC100683547|LOC100683547,0,0,8,0,0,0,5,0
gene-LOC102155934|LOC102155934,0,0,0,0,0,0,0,0
gene-LOC111090182|LOC111090182,0,0,0,0,0,0,0,0
gene-LOC119869667|LOC119869667,0,0,0,0,0,0,0,0
gene-LOC119869496|LOC119869496,0,0,0,0,0,0,0,0
gene-LOC111090183|LOC111090183,0,0,0,0,0,0,0,0
gene-LOC119869512|LOC119869512,0,0,0,0,0,0,0,0
gene-LOC102156721|LOC102156721,0,0,0,0,0,0,0,0
gene-LOC111090357|LOC111090357,0,0,0,0,0,0,0,0
gene-LOC111090358|LOC111090358,0,0,0,0,0,0,0,0
gene-LOC106559854|LOC106559854,0,0,2,0,0,0,5,0
gene-SPATA4|SPATA4,0,0,0,0,0,0,0,0
gene-LOC119869497|LOC119869497,0,0,3,0,0,0,0,0
gene-LOC102153584|LOC102153584,0,0,0,0,0,0,0,0
gene-LOC119869498|LOC119869498,0,0,0,0,0,0,0,0
gene-LOC100855582|LOC100855582,0,0,0,0,0,0,0,0
gene-LOC100688437|LOC100688437,0,0,0,0,0,0,0,0
gene-LOC482940|LOC482940,0,0,0,0,0,0,0,0
gene-LOC100684243|LOC100684243,0,0,0,0,0,0,0,0
gene-LOC119869521|LOC119869521,0,0,3,0,3,0,0,0
gene-KBTBD11|KBTBD11,0,10,0,3,0,10,0,0
gene-MYOM2|MYOM2,0,0,0,70,0,11,0,0
gene-LOC100683030|LOC100683030,0,0,0,0,0,0,0,0
gene-LOC100683095|LOC100683095,0,0,0,0,0,0,0,0
gene-LOC111090192|LOC111090192,0,0,0,0,0,0,0,0
gene-LOC491522|LOC491522,0,0,0,0,0,0,0,0
gene-LOC102152463|LOC102152463,0,0,0,0,0,0,0,0
gene-LOC611364|LOC611364,0,0,0,0,0,0,0,0
gene-LOC611374|LOC611374,0,0,0,0,0,0,0,0
gene-LOC111090363|LOC111090363,0,0,0,0,0,0,0,0
gene-LOC111090196|LOC111090196,0,0,0,0,0,0,0,0
gene-LOC102154465|LOC102154465,0,0,0,0,0,0,0,0
gene-LOC111090364|LOC111090364,0,0,0,0,0,0,0,0
gene-LOC119869577|LOC119869577,0,0,0,0,0,0,0,0
gene-LOC102154543|LOC102154543,0,0,0,0,0,0,0,0
gene-LOC106559858|LOC106559858,0,0,0,0,0,0,0,0
gene-LOC119869548|LOC119869548,0,0,0,0,0,0,0,0
gene-LOC119869657|LOC119869657,0,0,0,0,0,0,0,0
gene-LOC119869652|LOC119869652,0,0,0,0,0,0,0,0
gene-LOC111090197|LOC111090197,0,0,0,0,0,0,0,0
gene-LOC111090198|LOC111090198,0,0,0,0,0,0,0,0
gene-LOC111090365|LOC111090365,0,0,0,0,0,0,0,0
gene-LOC111090366|LOC111090366,0,0,0,0,0,0,0,0
gene-LOC102154595|LOC102154595,0,0,0,0,0,0,0,0
gene-LOC119869619|LOC119869619,0,0,0,0,0,0,0,0
gene-LOC102152037|LOC102152037,0,0,2,0,3,0,3,0
gene-LOC119869618|LOC119869618,0,0,0,0,0,0,0,0
gene-LOC111090369|LOC111090369,0,0,0,0,0,0,0,0
gene-DEFB4A|DEFB4A,0,0,0,0,0,0,0,0
gene-CBD103|CBD103,0,0,0,0,0,0,0,0
gene-LOC111090370|LOC111090370,0,0,0,0,0,0,0,0
gene-SPAG11E|SPAG11E,0,0,0,0,0,0,0,0
gene-SPAG11B|SPAG11B,0,0,0,0,0,0,0,0
gene-CBD104|CBD104,0,0,0,0,0,0,0,0
gene-DEFB105A|DEFB105A,0,0,0,0,0,0,0,0
gene-LOC100683756|LOC100683756,0,0,0,0,0,0,0,0
gene-LOC119869711|LOC119869711,0,0,0,10,3,0,0,0
gene-LOC111090451|LOC111090451,0,0,0,0,0,0,0,0
gene-LOC111090453|LOC111090453,0,0,0,0,0,0,0,0
gene-LOC100687694|LOC100687694,0,0,0,1,0,0,0,0
gene-LOC102155720|LOC102155720,0,0,0,0,0,0,0,0
gene-LOC106559908|LOC106559908,0,0,0,11,17,10,10,3
gene-LOC119869786|LOC119869786,0,0,0,0,0,0,0,0
gene-LOC119869787|LOC119869787,0,0,0,0,0,0,0,0
gene-SNTG2|SNTG2,0,0,7,24,0,11,3,0
gene-TPO|TPO,0,0,0,0,0,0,0,0
gene-MYT1L|MYT1L,0,0,0,0,0,0,0,0
gene-LOC111090456|LOC111090456,0,0,0,0,0,0,0,0
gene-LOC111090455|LOC111090455,0,0,0,0,0,0,3,0
gene-LOC102156139|LOC102156139,0,0,0,0,0,0,0,0
gene-LOC102156182|LOC102156182,0,0,0,0,0,0,0,0
gene-LOC111090457|LOC111090457,0,0,0,0,0,0,0,0
gene-LOC111090458|LOC111090458,0,0,0,0,0,0,0,0
gene-LOC119869741|LOC119869741,0,0,0,13,0,0,0,4
gene-LOC119869746|LOC119869746,0,0,3,3,0,0,15,0
gene-ALLC|ALLC,0,0,0,0,0,0,0,0
gene-DCDC2C|DCDC2C,0,0,28,0,6,0,0,0
gene-LOC111090407|LOC111090407,0,0,4,0,0,0,0,0
gene-LOC111090463|LOC111090463,0,0,16,0,11,6,0,0
gene-LOC119864042|LOC119864042,0,0,0,1,0,0,0,0
gene-LOC111090408|LOC111090408,0,0,0,0,0,0,0,0
gene-LOC119864070|LOC119864070,0,0,0,0,0,0,0,0
gene-LOC111090466|LOC111090466,0,0,3,0,0,0,0,0
gene-LOC111090465|LOC111090465,0,0,0,0,0,0,0,0
gene-SOX11|SOX11,0,0,0,0,3,0,8,0
gene-LOC111090409|LOC111090409,0,0,0,0,0,0,0,0
gene-LOC102157347|LOC102157347,0,0,0,0,26,0,3,0
gene-LOC111090468|LOC111090468,0,0,0,0,0,0,0,0
gene-LOC111090469|LOC111090469,0,0,0,0,0,0,0,0
gene-LOC111090470|LOC111090470,0,0,0,0,0,0,0,0
gene-LOC119869733|LOC119869733,0,0,0,2,0,4,3,0
gene-LOC119864054|LOC119864054,0,2,0,0,0,0,0,0
gene-LOC111090412|LOC111090412,0,0,0,0,0,0,0,0
gene-LOC102151619|LOC102151619,0,0,0,0,0,0,0,0
gene-LOC119864063|LOC119864063,0,0,0,0,0,0,0,0
gene-LOC102151791|LOC102151791,0,0,0,0,0,0,0,0
gene-LOC111090472|LOC111090472,0,0,0,0,0,0,0,0
gene-LOC119864060|LOC119864060,0,0,0,0,0,0,0,0
gene-LOC119869811|LOC119869811,0,0,3,0,0,0,0,0
gene-LOC111090478|LOC111090478,0,0,5,5,7,6,19,7
gene-LOC119869810|LOC119869810,0,0,2,0,0,3,0,0
gene-LOC111090413|LOC111090413,0,0,0,0,0,0,0,0
gene-LOC111090484|LOC111090484,0,0,0,0,0,0,0,0
gene-LOC111090483|LOC111090483,0,0,0,0,0,0,11,0
gene-MIR8846|MIR8846,0,0,0,0,0,0,0,0
rna-NR_128793.1|MIR8846,0,0,0,0,0,0,0,0
gene-LOC119869740|LOC119869740,0,0,0,0,0,0,0,0
gene-LOC111090486|LOC111090486,0,0,0,0,0,0,0,0
gene-LOC111090414|LOC111090414,0,0,0,0,0,0,0,0
gene-LOC119869697|LOC119869697,0,0,0,9,5,0,34,0
gene-LOC111090487|LOC111090487,0,0,0,7,0,0,0,0
gene-LOC119869780|LOC119869780,0,0,3,0,0,0,0,0
gene-LOC111090490|LOC111090490,0,0,0,0,0,0,0,0
gene-KCNF1|KCNF1,0,0,24,3,0,9,0,3
gene-LOC106559901|LOC106559901,0,0,0,0,0,0,0,0
gene-LOC111090491|LOC111090491,0,0,0,0,0,0,6,0
gene-C17H2orf50|C17H2orf50,0,0,0,0,0,0,0,0
gene-LOC111090493|LOC111090493,0,0,0,0,0,0,0,0
gene-LOC102155282|LOC102155282,0,0,0,0,0,0,0,0
gene-LOC111090494|LOC111090494,0,0,0,0,0,0,0,0
gene-LOC119869774|LOC119869774,0,0,0,0,0,0,0,0
gene-NTSR2|NTSR2,0,0,0,0,0,0,0,0
gene-LOC111090497|LOC111090497,0,0,0,0,0,0,0,0
gene-LOC106559885|LOC106559885,0,0,0,0,0,0,0,0
gene-LOC111090499|LOC111090499,0,0,0,0,0,0,0,0
gene-LOC111090498|LOC111090498,0,0,0,0,0,0,0,0
gene-LOC119869806|LOC119869806,0,0,0,2,0,0,0,0
gene-LOC119864078|LOC119864078,0,0,0,0,0,0,0,0
gene-LOC106559881|LOC106559881,0,0,0,4,3,0,4,6
gene-LOC119864079|LOC119864079,0,0,0,0,0,0,0,0
gene-LOC111090417|LOC111090417,0,0,0,0,0,5,0,0
gene-LOC100684124|LOC100684124,0,0,0,0,0,0,0,0
gene-LOC106559867|LOC106559867,0,0,0,0,0,0,0,0
gene-LOC111090501|LOC111090501,0,0,0,0,0,0,0,0
gene-LOC111090500|LOC111090500,0,0,0,0,0,0,0,0
gene-LRATD1|LRATD1,0,0,5,9,0,0,0,0
gene-LOC111090418|LOC111090418,0,2,0,0,0,0,0,0
gene-LOC111090503|LOC111090503,0,0,0,0,0,0,0,0
gene-LOC102157135|LOC102157135,0,0,0,0,0,0,0,0
gene-LOC111090504|LOC111090504,0,0,0,0,0,0,0,0
gene-LOC102157214|LOC102157214,0,0,6,5,12,0,23,3
gene-LOC119869785|LOC119869785,0,0,0,0,0,0,0,0
gene-LOC102157261|LOC102157261,0,0,0,0,0,0,0,0
gene-LOC102151232|LOC102151232,0,0,0,0,0,0,0,0
gene-LOC102151310|LOC102151310,0,0,0,0,0,0,0,0
gene-LOC111090419|LOC111090419,0,0,0,0,0,0,0,0
gene-RAD51AP2|RAD51AP2,0,0,0,0,0,0,0,0
gene-VSNL1|VSNL1,0,0,3,6,0,7,17,5
gene-MIR8845|MIR8845,0,0,0,0,0,0,0,0
rna-NR_128792.1|MIR8845,0,0,0,0,0,0,0,0
gene-MSGN1|MSGN1,0,0,0,0,0,0,0,0
gene-TRNAR-CCU-13|TRNAR-CCU,0,0,0,0,1,0,0,0
gene-LOC106559904|LOC106559904,0,0,4,0,3,18,5,12
gene-LOC100685252|LOC100685252,0,0,0,0,0,0,0,0
gene-LOC119869719|LOC119869719,0,0,0,0,0,0,0,0
gene-LOC119869681|LOC119869681,0,0,0,0,0,0,0,0
gene-LOC111090509|LOC111090509,0,0,0,0,0,0,0,0
gene-LOC119869749|LOC119869749,0,0,0,0,0,0,0,0
gene-LOC119864023|LOC119864023,0,0,0,0,0,0,0,0
gene-LOC111090421|LOC111090421,0,0,0,0,0,4,0,0
gene-LOC119864047|LOC119864047,0,0,0,0,0,0,0,0
gene-LOC100682982|LOC100682982,0,0,0,0,0,0,0,0
gene-LOC111090513|LOC111090513,0,0,0,0,3,0,3,0
gene-LOC100856265|LOC100856265,0,0,0,0,0,0,0,0
gene-LOC119869709|LOC119869709,0,0,0,0,0,0,0,0
gene-LOC111090514|LOC111090514,0,0,0,0,0,0,0,0
gene-LOC111090515|LOC111090515,0,0,0,0,0,0,0,0
gene-LOC111090422|LOC111090422,0,0,0,0,0,0,0,0
gene-LOC119869792|LOC119869792,0,0,0,0,0,0,0,0
gene-LOC119869770|LOC119869770,0,0,0,0,0,6,9,0
gene-LOC119869830|LOC119869830,0,0,0,0,0,0,0,0
gene-LOC119869820|LOC119869820,0,4,4,7,9,11,15,0
gene-LOC119869805|LOC119869805,0,0,0,0,3,0,0,0
gene-GDF7|GDF7,0,0,0,0,0,0,0,0
gene-LOC119869781|LOC119869781,0,0,0,0,0,8,7,0
gene-LOC106559913|LOC106559913,0,0,0,0,0,0,0,0
gene-LOC111090522|LOC111090522,0,0,0,0,0,0,0,0
gene-LOC119869765|LOC119869765,0,0,0,0,0,0,0,0
gene-LOC111090523|LOC111090523,0,0,0,0,0,0,0,0
gene-LOC106559880|LOC106559880,0,0,0,0,0,0,0,0
gene-LOC102155097|LOC102155097,0,0,0,0,0,0,0,0
gene-LOC100685810|LOC100685810,0,0,0,0,0,0,0,0
gene-LOC111090524|LOC111090524,0,0,0,0,0,0,0,0
gene-LOC111090525|LOC111090525,0,0,0,0,0,0,0,0
gene-LOC102155194|LOC102155194,0,0,0,0,0,0,0,0
gene-LOC111090526|LOC111090526,0,0,0,0,0,0,0,0
gene-LOC119869824|LOC119869824,0,0,0,36,0,0,30,40
gene-LOC100685329|LOC100685329,0,0,0,0,0,0,0,0
gene-PFN4|PFN4,0,0,0,3,0,0,0,0
gene-LOC111090423|LOC111090423,0,0,0,0,0,0,0,2
gene-LOC111090532|LOC111090532,0,0,0,0,0,0,0,0
gene-POMC|POMC,0,0,0,0,0,21,0,0
gene-LOC100686746|LOC100686746,0,0,0,0,0,0,0,0
gene-LOC100686821|LOC100686821,0,0,0,0,0,0,0,0
gene-CIB4|CIB4,0,0,0,0,0,0,0,0
gene-KCNK3|KCNK3,0,18,8,9,11,4,54,3
gene-LOC119869823|LOC119869823,0,0,0,0,3,0,0,0
gene-TRNAY-GUA-4|TRNAY-GUA,0,0,0,0,0,0,0,0
gene-LOC119864045|LOC119864045,0,0,0,0,0,0,0,0
gene-LOC119869803|LOC119869803,0,0,0,0,0,0,0,0
gene-LOC119869686|LOC119869686,0,0,0,0,0,0,0,0
gene-DNAJC5G|DNAJC5G,0,0,0,0,0,0,0,0
gene-UCN|UCN,0,0,0,0,0,0,0,0
gene-TOGARAM2|TOGARAM2,0,0,0,0,0,0,5,0
gene-PCARE|PCARE,0,0,7,0,0,2,9,0
gene-LOC111090557|LOC111090557,0,0,0,0,0,0,0,0
gene-LOC111090556|LOC111090556,0,0,0,0,0,0,0,0
gene-LOC102153729|LOC102153729,0,0,5,8,8,21,18,4
gene-LOC100688586|LOC100688586,0,0,0,0,0,0,0,0
gene-LOC102155723|LOC102155723,0,0,0,0,0,0,0,0
gene-LOC119869808|LOC119869808,0,0,0,0,0,0,8,0
gene-LOC102156036|LOC102156036,0,0,17,0,0,0,15,0
gene-CAPN13|CAPN13,0,0,0,0,0,0,0,0
gene-LOC119869804|LOC119869804,0,0,0,0,0,0,0,0
gene-CAPN14|CAPN14,0,0,0,0,0,0,12,0
gene-LOC111090564|LOC111090564,0,0,0,0,0,0,0,0
gene-LOC111090425|LOC111090425,0,0,0,0,0,0,0,0
gene-LOC111090426|LOC111090426,0,0,0,0,3,0,0,0
gene-LOC111090566|LOC111090566,0,0,0,0,0,0,0,0
gene-LOC102152201|LOC102152201,0,0,0,0,0,0,0,0
gene-LOC111090568|LOC111090568,0,0,0,0,0,0,0,0
gene-LOC119869716|LOC119869716,0,0,0,0,0,0,0,0
gene-LOC111090569|LOC111090569,0,0,0,0,0,0,0,0
gene-LOC100682964|LOC100682964,0,0,0,0,0,0,0,0
gene-LOC111090427|LOC111090427,0,0,0,0,0,0,0,0
gene-LOC111090428|LOC111090428,0,0,0,0,0,0,0,0
gene-LOC119869735|LOC119869735,0,0,0,0,0,0,0,0
gene-LOC119864044|LOC119864044,0,0,0,0,0,0,0,0
gene-LOC111090429|LOC111090429,0,0,0,0,0,0,0,0
gene-LOC119869750|LOC119869750,0,0,0,0,0,0,0,0
gene-LOC119869791|LOC119869791,0,0,0,0,0,0,0,0
gene-VIT|VIT,0,0,0,3,0,0,5,0
gene-LOC100683180|LOC100683180,0,3,19,0,0,4,3,1
gene-LOC111090430|LOC111090430,0,0,0,0,0,0,0,0
gene-CYP1B1|CYP1B1,0,5,141,122,326,116,495,146
gene-LOC111090577|LOC111090577,0,0,0,0,3,0,0,6
gene-LOC111090396|LOC111090396,0,0,0,0,0,0,0,0
gene-LOC111090578|LOC111090578,0,0,0,0,0,4,4,0
gene-LOC119864073|LOC119864073,0,0,0,0,0,0,0,0
gene-LOC119864022|LOC119864022,0,0,0,0,0,0,0,0
gene-LOC100683467|LOC100683467,0,0,3,0,0,0,0,0
gene-LOC100683626|LOC100683626,0,0,0,0,0,0,0,0
gene-LOC111090432|LOC111090432,0,0,0,0,0,0,0,0
gene-LOC111090585|LOC111090585,0,0,0,0,0,3,0,0
gene-LOC111090398|LOC111090398,0,0,0,0,0,0,0,0
gene-LOC102151150|LOC102151150,0,0,0,0,0,0,12,0
gene-LOC111090589|LOC111090589,0,0,3,2,0,0,0,0
gene-LOC100683827|LOC100683827,0,0,0,5,6,3,16,14
gene-LOC102151793|LOC102151793,0,0,0,0,0,0,0,0
gene-LOC100687810|LOC100687810,0,0,0,0,0,0,0,0
gene-LOC111090597|LOC111090597,0,0,0,0,0,0,0,0
gene-ASTL|ASTL,0,0,0,0,0,0,0,0
gene-LOC111090598|LOC111090598,0,0,0,0,0,0,0,0
gene-LOC119869683|LOC119869683,0,0,0,0,0,0,0,0
gene-LOC111090600|LOC111090600,0,0,0,0,0,0,0,0
gene-LOC119869752|LOC119869752,0,0,0,0,0,0,0,0
gene-KCNIP3|KCNIP3,0,137,64,23,303,54,48,0
gene-LOC111090603|LOC111090603,0,0,0,0,0,0,0,0
gene-MAL|MAL,0,0,8,6,0,8,0,71
gene-LOC119864068|LOC119864068,0,0,0,0,0,0,0,0
gene-LOC106559897|LOC106559897,0,3,0,0,0,0,4,0
gene-LOC483059|LOC483059,0,0,0,0,0,0,2,0
gene-LOC102156113|LOC102156113,0,0,5,4,0,6,0,0
gene-LOC119869744|LOC119869744,0,4,0,8,0,0,38,0
gene-LOC100685010|LOC100685010,0,0,0,0,0,0,4,0
gene-LOC111090606|LOC111090606,0,0,0,0,0,0,25,0
gene-LOC106559876|LOC106559876,0,0,0,0,0,0,0,0
gene-LOC119864056|LOC119864056,0,0,0,1,0,0,0,0
gene-NT5DC4|NT5DC4,0,0,0,0,0,0,0,0
gene-LOC611861|LOC611861,0,0,0,0,0,0,0,0
gene-IL37|IL37,0,0,12,0,0,0,0,0
gene-IL36G|IL36G,0,0,7,0,0,0,0,0
gene-IL36B|IL36B,0,0,0,0,0,0,0,0
gene-LOC119864018|LOC119864018,0,0,0,0,0,0,0,0
gene-LOC102152844|LOC102152844,0,0,0,0,0,0,0,0
gene-LOC111090434|LOC111090434,0,0,0,0,0,0,0,0
gene-LOC111090435|LOC111090435,0,0,0,0,0,0,0,0
gene-LOC611898|LOC611898,0,0,0,0,0,0,0,0
gene-LOC483072|LOC483072,0,0,0,0,0,0,73,3
gene-TEX37|TEX37,0,0,0,0,0,0,0,0
gene-LOC102154258|LOC102154258,0,0,0,0,0,0,0,0
gene-FABP1|FABP1,0,15969,16483,7925,2806,3604,1351,5102
gene-SMYD1|SMYD1,0,0,0,10,0,6,0,0
gene-LOC106559909|LOC106559909,0,0,0,0,4,0,0,0
gene-LOC102155460|LOC102155460,0,3,7,0,3,1,1,0
gene-LOC111090630|LOC111090630,0,22,33,23,15,10,47,45
gene-LOC111090631|LOC111090631,0,0,8,0,12,0,0,0
gene-LOC111090436|LOC111090436,0,0,61,115,0,12,212,0
gene-SFTPB|SFTPB,0,0,0,0,0,0,0,0
gene-LOC100688615|LOC100688615,0,0,0,0,0,0,0,0
gene-LOC111090637|LOC111090637,0,0,0,0,0,0,0,0
gene-LOC111090437|LOC111090437,0,0,0,0,0,0,0,0
gene-LOC100682574|LOC100682574,0,0,0,0,0,0,0,0
